,SAMPLING_DATE,SITE,SITE_DISTANCE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,As,Car,Cd,Cu,Fer.1,Mo,P,Pb,Se,Znr,As.1,Car.1,Cd.1,Cu.1,Fer.1.1,Mo.1,P.1,Pb.1,Se.1,Znr.1,SS.As,SS.Ca,SS.Cd,SS.Cu,SS.Fe,SS.Mo,SS.P,SS.Pb,SS.Se,SS.Zn,CL.As,CL.Ca,CL.Cd,CL.Cu,CL.Fe,CL.Mo,CL.P,CL.Pb,CL.Se,CL.Zn,TD.As,TD.Ca,TD.Cd,TD.Cu,TD.Fe,TD.Mo,TD.P,TD.Pb,TD.Se,TD.Zn
375,8/17/2021,GC,89.22,5,FILA,98.86958211,308.0863508,,248.181039,0.009667388,12.29042726,0.000405625,0.078420768,5.615873445,0.000608437,0.517374256,0.016157382,0.000440275,0.167320173,0.95581059,1215.149407,0.040103941,7.753428559,555.2390607,0.060155911,51.15257652,1.597473643,0.043529763,16.54287559,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
141,8/17/2021,GC,89.22,4,EPIL,8.038129446,28.16560558,22.26883382,29.32103717,0.002119527,141.1053541,0.001727116,0.215889465,9.110535406,0.002590674,1.409326425,0.034542314,0.005623956,29.05872193,0.017037036,1134.223101,0.01388278,1.735347462,73.23166291,0.02082417,11.32834823,0.277655594,0.04520609,233.5777684,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
276,8/17/2021,GC,89.22,4,EPIP,5.313934303,15.31044438,7.976162775,12.88851675,0.005009006,87.85714286,0.000807654,0.344897959,12.83673469,0.00176956,2.07755102,0.051020408,0.013290901,72.3877551,0.026617527,466.8670852,0.004291822,1.832765096,68.21356483,0.009403327,11.03996963,0.271119097,0.070626975,384.663775,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
374,8/17/2021,GC,89.22,4,FILA,75.2285633,518.1931752,,169.0877763,0.008335211,13.21806713,0.000506871,0.073496283,5.48997522,0.000619509,0.680896598,0.008842082,0.001576932,0.182980401,0.627045921,994.3762,0.038131171,5.529019774,413.0029483,0.046604764,51.22287285,0.665177092,0.118630309,13.76535268,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
140,8/17/2021,GC,89.22,3,EPIL,9.698368546,40.91787872,40.10506307,30.52159433,0.003984436,135.2435065,0.000642452,0.253246753,10.51298701,0.003246753,1.881493506,0.040584416,0.010572308,57.61363636,0.038642532,1311.641369,0.00623074,2.456080346,101.9588226,0.03148821,18.24741744,0.39360262,0.102534136,558.7582787,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
275,8/17/2021,GC,89.22,3,EPIP,3.226943603,8.282488581,7.873742391,13.02518084,0.004231746,73.9137931,0.000682329,0.274137931,12.19827586,0.003448276,1.655172414,0.04137931,0.01122852,63,0.013655606,238.5156418,0.002201836,0.884627643,39.36314826,0.011127392,5.341148033,0.133528701,0.0362338,203.297447,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
373,8/17/2021,GC,89.22,3,FILA,100.3361917,377.3742898,,184.4008887,0.009093827,12.44249492,0.000320959,0.063763774,4.774259121,0.00069541,0.642987055,0.012410399,0.001230341,0.112335509,0.912439959,1248.432555,0.032203763,6.397814299,479.0309783,0.06977482,64.51487238,1.245212179,0.123447759,11.27131714,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
139,8/17/2021,GC,89.22,2,EPIL,8.791082953,25.77579662,46.51592437,28.61598129,0.00395873,236.1290323,0.000638308,0.132258065,4.940322581,0.003225806,1.687096774,0.024193548,0.010504099,64.74193548,0.034801527,2075.82991,0.005611414,1.162691616,43.43078562,0.028358332,14.83140769,0.212687491,0.092342407,569.1517254,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
372,8/17/2021,GC,89.22,2,FILA,23.8700292,46.7672986,,49.76307763,0.007993675,41.39142656,0.000614898,0.098647224,4.947294448,0.000966268,0.917955025,0.008608573,0.001932537,0.204848911,0.190809264,988.0145607,0.014677636,2.354712122,118.0920629,0.023064856,21.91161324,0.205486899,0.046129712,4.889749481,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
138,8/17/2021,GC,89.22,1,EPIL,5.81083685,14.73462201,52.00698981,21.27747074,0.001185707,180.5797101,0.001932367,0.195652174,6.231884058,0.002415459,1.572463768,0.02705314,0.003146155,15.39130435,0.006889948,1049.319234,0.01122867,1.136902862,36.21246153,0.014035838,9.137330409,0.157201383,0.018281795,89.43635847,0.41638528,217.36906,0.038254291,4.767276668,125.4414948,1.86093602,0,0.503977902,0.020229403,1.995379996,0.865248899,4287.5851,0.003338405,3.277283195,12.91718481,1.3415456,1.31913373,0.163224239,0.056985544,1.583349297,9.576340401,63519.75024,0.013785912,2.782137937,0,10.41337887,36.22341502,0.056156678,0.138896973,1.205649936
137,8/17/2021,GR,64.82,5,EPIL,9.902975478,23.27199237,32.1846703,42.12370605,,,,,,,,,,,,,,,,,,,,,0.35843864,0,0.018818867,3.33619534,99.07096251,0,0,0.522797841,0.029324774,1.284228185,1.12974454,7336.40908,0.00833696,4.106260062,13.69942974,1.3743624,0,0.213727705,0.045397237,1.98266539,12.08750693,71782.54482,0.024794747,3.765338548,0.49338685,15.92229097,36.34778047,0.101165397,0.167550941,2.580406936
136,8/17/2021,GR,64.82,4,EPIL,10.21047047,43.43045184,29.35150735,21.24995731,0.00385914,159.1194969,0.001572327,0.320754717,8.204402516,0.003144654,2.389937107,0.040880503,0.010239845,57.15408805,0.039403631,1624.684924,0.016054199,3.275056566,83.77080961,0.032108398,24.40238226,0.41740917,0.104553636,583.5701283,0.35843864,0,0.018818867,3.33619534,99.07096251,0,0,0.522797841,0.029324774,1.284228185,1.12974454,7336.40908,0.00833696,4.106260062,13.69942974,1.3743624,0,0.213727705,0.045397237,1.98266539,12.08750693,71782.54482,0.024794747,3.765338548,0.49338685,15.92229097,36.34778047,0.101165397,0.167550941,2.580406936
135,8/17/2021,GR,64.82,3,EPIL,3.619788911,8.67065716,8.61593942,8.776237563,0.006855902,176.0055866,0.002793296,0.536312849,10.5,0.011173184,2.639664804,0.061452514,0.018191457,106.6759777,0.024816917,637.1030706,0.010111142,1.941339304,38.00778357,0.040444569,9.555029388,0.222445129,0.065849233,386.144521,0.35843864,0,0.018818867,3.33619534,99.07096251,0,0,0.522797841,0.029324774,1.284228185,1.12974454,7336.40908,0.00833696,4.106260062,13.69942974,1.3743624,0,0.213727705,0.045397237,1.98266539,12.08750693,71782.54482,0.024794747,3.765338548,0.49338685,15.92229097,36.34778047,0.101165397,0.167550941,2.580406936
134,8/17/2021,GR,64.82,2,EPIL,3.846610309,14.94682863,19.54078037,17.14999007,0.002993186,154.1463415,0.001219512,0.368292683,10.28536585,0.003658537,1.548780488,0.048780488,0.007942124,42.57317073,0.011513621,592.9409062,0.004690988,1.416678431,39.56379432,0.014072965,5.957554991,0.187639527,0.030550255,163.7623974,0.35843864,0,0.018818867,3.33619534,99.07096251,0,0,0.522797841,0.029324774,1.284228185,1.12974454,7336.40908,0.00833696,4.106260062,13.69942974,1.3743624,0,0.213727705,0.045397237,1.98266539,12.08750693,71782.54482,0.024794747,3.765338548,0.49338685,15.92229097,36.34778047,0.101165397,0.167550941,2.580406936
133,8/17/2021,GR,64.82,1,EPIL,4.332990215,17.61022629,12.70082912,11.25602573,0.005312582,154.8051948,0.000856603,0.458874459,11.18181818,0.004329004,2.231601732,0.060606061,0.01409641,78.63636364,0.023019365,670.7693943,0.003711653,1.98829854,48.45070877,0.018757533,9.669508467,0.262605468,0.061079607,340.7305942,0.35843864,0,0.018818867,3.33619534,99.07096251,0,0,0.522797841,0.029324774,1.284228185,1.12974454,7336.40908,0.00833696,4.106260062,13.69942974,1.3743624,0,0.213727705,0.045397237,1.98266539,12.08750693,71782.54482,0.024794747,3.765338548,0.49338685,15.92229097,36.34778047,0.101165397,0.167550941,2.580406936
127,8/17/2021,WS,0,5,EPIL,8.663642065,29.33478804,10.79915384,20.00773519,0.047674419,102.8488372,0.003488372,0.425581395,11.36511628,0.03372093,2.010465116,0.046511628,0.01627907,39.38372093,0.413034098,891.0455124,0.030222007,3.687084879,98.46329947,0.29214607,17.41795015,0.402960096,0.141036034,341.2064613,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
371,8/17/2021,WS,0,5,FILA,15.33371077,91.0500342,,135.489002,0.019873016,16.86984127,0.000380952,0.126920635,8.558730159,0.001650794,0.962539683,0.014857143,0.001079365,0.173396825,0.304727078,258.6772668,0.005841414,1.946164307,131.2370928,0.025312792,14.7593051,0.227815131,0.016550672,2.658816769,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
126,8/17/2021,WS,0,4,EPIL,6.266818012,22.36470678,10.03082558,19.18548381,0.002392215,76.79337232,0.000974659,0.358674464,9.85380117,0.009746589,2.016569201,0.035087719,0.006347506,35.95516569,0.014991577,481.2500889,0.00610801,2.247747591,61.75197866,0.061080098,12.63747219,0.219888351,0.039778667,225.32448,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
125,8/17/2021,WS,0,3,EPIL,0.708190522,3.287072987,7.889643273,16.15311019,0.002583592,104.2842105,0.001052632,0.302105263,10.39578947,0.007368421,1.558947368,0.043157895,0.006855307,37.98947368,0.001829676,73.85308949,0.000745464,0.213948084,7.362199574,0.005218246,1.104031751,0.030564012,0.004854863,26.9037852,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
124,8/17/2021,WS,0,2,EPIL,4.758572632,19.48442578,10.34024972,21.22253301,0.004118142,111.6442953,0.000664011,0.308724832,8.419463087,0.013422819,1.744966443,0.031879195,0.010927083,63.84228188,0.019596479,531.2674881,0.003159745,1.469089537,40.06462662,0.063873458,8.303549559,0.151699463,0.051997318,303.7981353,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
123,8/17/2021,WS,0,1,EPIL,4.629962561,9.680830809,11.41496224,41.67057894,0.003663303,110.4328358,0.002985075,0.37761194,8.962686567,0.023880597,2.440298507,0.037313433,0.009720211,55.26865672,0.016960954,511.2998954,0.013820784,1.748329146,41.49690325,0.11056627,11.29849073,0.172759797,0.045004214,255.8918114,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
274,8/17/2021,WS,0,1,EPIP,1.800540996,5.869295974,,,0.007598784,44.04255319,0.000759878,0.298632219,10.63069909,0.006079027,1.745440729,0.034194529,0.00494874,25.60030395,0.013681922,79.30042259,0.001368192,0.537699553,19.14100952,0.010945538,3.14273759,0.061568651,0.008910409,46.09439677,0,0,0.015288286,1.335036118,46.66929136,3.68583283,31.88985112,0.159266794,0,0,1.32392265,0,0,0.717088583,11.05336999,2.99136217,0,0.029239088,0.016559747,0.468486441,13.56157566,82385.31655,0.017035811,1.502711073,0.345911742,40.10387302,49.95267664,0.027104356,0.139960376,1.625581853
454,9/9/2021,BG,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.800215216,11882.36178,0.023532348,3.428213365,111.156697,0.646516294,29.72901407,0.627140757,0.050548187,1.187256818,0.39550786,1287.17107,0,1.43703037,6.141878035,0.166129554,0,0.049375236,0,1.8158649,8.926495254,70228.72118,0.022691119,2.832305957,1.677747159,6.518264984,36.23341796,0.163615089,0.209992463,2.714676877
455,9/9/2021,BN,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.805528035,4310.93248,0.027521798,4.03311483,132.0052806,0.544081894,35.58628002,2.613313025,0.016515797,3.642360086,0.24751746,2437.62385,0,1.402696859,6.677332854,0.274761166,0,0.068025117,0.026819626,1.180519707,9.189722245,66317.68038,0.020162924,2.871992928,0,6.184197925,34.68797588,0.126473404,0.206415038,1.679067974
452,9/9/2021,DL,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,0.35746646,0,0.001035089,3.540975096,78.28089573,0,18.20342012,0.617042201,0,0,0.68435886,8179.806,0.012164687,2.710460241,12.47239148,3.56077414,0,0.096507363,0,4.167672979,10.01202011,68818.80776,0.030035377,3.32076437,0.447604109,15.78298033,30.95286344,0.176086489,0.2126417,2.787158553
170,9/9/2021,GC,89.22,20,EPIL,6.629264576,18.05685399,14.62226358,18.0309102,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
304,9/9/2021,GC,89.22,20,EPIP,1.150475545,0.897932133,1.646021841,2.84310736,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
404,9/9/2021,GC,89.22,20,FILA,71.83526096,202.2129028,,81.50127111,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
169,9/9/2021,GC,89.22,19,EPIL_F,4.072262525,11.98002813,6.894435159,13.54866034,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
303,9/9/2021,GC,89.22,19,EPIP,5.787453201,21.51295735,6.073902905,8.962314987,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
403,9/9/2021,GC,89.22,19,FILA,106.5276181,2085.907897,,428.6097957,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
168,9/9/2021,GC,89.22,18,EPIL_F,6.134700393,21.44046804,16.66283773,18.81944456,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
302,9/9/2021,GC,89.22,18,EPIP,2.168833472,3.437396447,7.263546063,15.83458894,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
402,9/9/2021,GC,89.22,18,FILA,112.7875099,1745.074049,,340.6974641,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
167,9/9/2021,GC,89.22,17,EPIL,4.793648106,14.04538895,14.37135702,17.95904119,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
301,9/9/2021,GC,89.22,17,EPIP,1.648547275,3.819134522,3.052560038,4.418754028,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
401,9/9/2021,GC,89.22,17,FILA,41.29186204,230.0080854,,121.7001381,,,,,,,,,,,,,,,,,,,,,1.176807608,9662.8248,0.009825104,4.895938682,148.3613006,1.16964375,23.42151713,0.764350947,0.105506342,4.448885298,0.406572513,1335.60663,0.002820375,2.036028437,8.144214453,0.750045148,0,0.056008942,0.022052712,0,8.296948729,59504.3127,0.021602568,3.341088091,0,9.686871732,31.34709611,0.128019242,0.14691983,6.41316362
